Query,Title,Author,Publisher,Publised Year,Categories,Distinc Amount,Average,Sentiment,Percentile
5,Pasion de historia / History Pasion (Spanish Edition),['Jeanette Winterson'],"Grove/Atlantic, Inc.",2007,['Fiction'],,,0.5,0.31363949999999996
5,"The Work and the Glory, Vol. 4: Thy Gold to Refine",['Gerald N. Lund'],Bookcraft Pubs,1993,['Fiction'],,,0.63,0.31363949999999996
5,The Adventurers,['Harold Robbins'],AuthorHouse,2010,['Fiction'],,,0.51667,0.31363949999999996
5,Very short stories and verses for children,['W.K. Clifford'],BoD – Books on Demand,2018,['Fiction'],,,0.354417,0.31363949999999996
5,A Matter Of Trust: The Case Of The Mesmerizing Boss\The Case Of The Confirmed Bachelor,['Diana Palmer'],HarperCollins UK,2014,['Fiction'],,,0.31914,0.31363949999999996
5,"Dream Bride (Brides of Bradley House) (Silhouette Special Edition, No. 1231) (That Special Woman!)",['Susan Mallery'],Silhouette,2009,['Fiction'],,,0.32857,0.31363949999999996
5,Comfort Me With Apples,['Catherynne M. Valente'],Tordotcom,2021,['Fiction'],,,0.47325000000000006,0.31363949999999996
5,America's first Christmas,['Alan Simon'],,2010,['Fiction'],,,0.35,0.31363949999999996
5,A Stable of Men,['J. Francis'],Publishamerica Incorporated,2004,['Fiction'],,,0.36429,0.31363949999999996
5,Banished Into The Interior: The Making of Peter Dorn - Fur Trader,['S. T. Keran'],Createspace Independent Pub,2006,['Fiction'],,,0.44861,0.31363949999999996
5,The Talking Pictures Murder Case,['George Baxt'],St Martins Press,1990,['Fiction'],,,0.35429,0.31363949999999996
5,You're the Top: A Love Song by Cole Porter,"['Pamela Prince', 'Jane Handel']",,1999,['Fiction'],,,0.3738433333333333,0.31363949999999996
5,Fruit of the Month (The Graywolf Short Fiction Series),['Abby Frucht'],,1991,['Fiction'],,,0.317115,0.31363949999999996
5,"Famous trials of history,",['F. E. Smith'],Wildside Press LLC,2010,['Fiction'],,,1.0,0.31363949999999996
5,Ryan's Return,['Barbara Freethy'],"Fog City Publishing, LLC",2012,['Fiction'],,,0.32380026365348397,0.31363949999999996
5,Bottle-Cap Sundaes,['Patrick M. Sheridan'],,2003,['Fiction'],,,0.3602436363636363,0.31363949999999996
5,After That Night,['Linda Howard'],Simon and Schuster,2012,['Fiction'],,,0.33294,0.31363949999999996
5,Ben's in Love (Making Out #4),['Tinnean'],JMS Books LLC,2020,['Fiction'],,,0.360500625,0.31363949999999996
5,Photos of Jeff (Euros) (No.16),['Steven Underhill'],Bruno Gmunder Verlag,1999,['Fiction'],,,0.3609653846153846,0.31363949999999996
5,The Executioner #31: Arizona Ambush,['Don Pendleton'],Open Road Media,2014,['Fiction'],,,0.54167,0.31363949999999996
5,The Cat Who Sniffed Glue,['Lilian Jackson Braun'],Penguin,1989,['Fiction'],,,0.34458,0.31363949999999996
5,Murder in the Sunshine,['Steph Broadribb'],Thomas & Mercer,2022,['Fiction'],,,0.3451066666666667,0.31363949999999996
5,Wrangler (Hearts Of Wyoming) (Silhouette Special Edition),['Myrna Temte'],Harlequin,2011,['Fiction'],,,0.4175933333333333,0.31363949999999996
5,Echoes of Valor,['Karl Edward Wagner'],Tor Books,1989,['Fiction'],,,0.44688,0.31363949999999996
5,The dark island,['Matt James'],,2018,['Fiction'],,,0.45,0.31363949999999996
5,Red Sonja Unconquered (Advanced Dungeons & Dragons Module RS1),['Matthew Reilly'],Pan Australia,2007,['Fiction'],,,0.345765,0.31363949999999996
5,Early Candlelight,['Maud Hart Lovelace'],Borealis Books,1992,['Fiction'],,,0.3145525,0.31363949999999996
5,Keeper of Dreams,['Orson Scott Card'],Macmillan,2010,['Fiction'],,,0.484375,0.31363949999999996
5,"Perk Avenue / To Catch a Latte (Duets, 74)","['Patricia Knoll', 'Jennifer McKinlay']",Harlequin Treasury-Harlequin Duets 90s,2002,['Fiction'],,,0.3315675,0.31363949999999996
5,A Book of Two Halves: Football Short Stories,['Nicholas Royle'],Orion Publishing Company,2001,['Fiction'],,,0.57,0.31363949999999996
5,The Hidden Shore,['Cynthia Harrod-Eagles'],Hachette UK,2011,['Fiction'],,,0.33333,0.31363949999999996
5,Finch's Fortune (Whiteoak Edition),['Mazo de la Roche'],DigiCat,2022,['Fiction'],,,0.5,0.31363949999999996
5,Badge of Love,['Jane McBride Choate'],,2003,['Fiction'],,,0.36667,0.31363949999999996
5,Problems in the origins and development of the English language,"['John Algeo', 'Carmen Butcher']",Cengage Learning,2013,['Fiction'],,,0.47798,0.31363949999999996
5,Chrissy's Endeavor (GLH Library),['Solomon Northup'],Prabhat Prakashan,2021,['Fiction'],,,0.70833,0.31363949999999996
5,mountain laurel,['Lori Benton'],Kindred,2020,['Fiction'],,,0.71111,0.31363949999999996
5,The Pixilated Peeress,"['Lyon Sprague De Camp', 'Catherine Crook De Camp']",Ballantine Books,1992,['Fiction'],,,0.35,0.31363949999999996
5,Murder at Malafortuna,['J. Tracksler'],Llumina Press,2003,['Fiction'],,,0.545535,0.31363949999999996
5,Bachelor Available! (Mills & Boon Romance),['Ruth Jean Dale'],HarperCollins UK,2013,['Fiction'],,,0.38934,0.31363949999999996
5,Sudden Death - SIGNED,['Álvaro Enrigue'],Penguin,2017,['Fiction'],,,0.6,0.31363949999999996
5,Fully Armed,['Bob Levin'],Baskerville Pub,1995,['Fiction'],,,0.33625,0.31363949999999996
5,There's a Fly on My Toast,['Justin Matott'],Skoob Books,2002,['Fiction'],,,0.35567499999999996,0.31363949999999996
5,Twisted Cat Tales,['Esther Schrader'],,2006,['Fiction'],,,0.39939,0.31363949999999996
5,A Christmas Carol [One Voice Recordings Edition],['Charles Dickens'],Everyman's Library,1994,['Fiction'],,,0.3260565469061876,0.31363949999999996
5,THE SILENT GONDOLIERS.,['William Goldman'],Del Rey,2001,['Fiction'],,,0.34302,0.31363949999999996
5,*OP Exalted Book of Three Circles,"['Christine Gregory', ""Deird're Brooks""]",White Wolf Pub,2001,['Fiction'],,,0.34562000000000004,0.31363949999999996
5,Dare to Love,['Carly Phillips'],CP Publishing,2013,['Fiction'],,,0.57,0.31363949999999996
5,Quick & Easy Calorie Counting,['Lauren Owen'],Random House,2014,['Fiction'],,,0.39896,0.31363949999999996
5,The Shadow Portrait (The House of Winslow #21),['Gilbert Morris'],Baker Books,2006,['Fiction'],,,0.32206799999999997,0.31363949999999996
5,Sun Mountain: A Comstock Memoir,['Richard S. Wheeler'],Macmillan,2002,['Fiction'],,,0.33287714285714287,0.31363949999999996
5,The Hospital Ship,['Martin Bax'],,2013,['Fiction'],,,0.36972,0.31363949999999996
5,"Mill: The Spirit of the Age, on Liberty, the Subjection of Women",['John Stuart Mill'],W W Norton & Company Incorporated,1997,['Fiction'],,,0.325,0.31363949999999996
5,The Silent Type,['Lorelei James'],Ridgeview Publishing,2016,['Fiction'],,,0.48169500000000004,0.31363949999999996
5,To Las Vegas With Love,['Jillian Dodd'],Jillian Dodd,2015,['Fiction'],,,0.56429,0.31363949999999996
5,Captain Rebel,['C.B. Halverson'],Entangled: Scorched,2017,['Fiction'],,,0.40875,0.31363949999999996
5,The great fire of London: A story with interpolations and bifurcations,['Jacques Roubaud'],Dalkey Archive Press,2006,['Fiction'],,,0.7,0.31363949999999996
5,Corporate Mentality,['Steven Piziks'],Baen Books,1999,['Fiction'],,,0.4002299999999999,0.31363949999999996
5,Best Eric F Russell,['Eric Frank Russell'],Pollinger in Print,2007,['Fiction'],,,0.36716249999999995,0.31363949999999996
5,Bridges Are to Cross,['James Patterson'],"Little, Brown",2004,['Fiction'],,,0.3347825,0.31363949999999996
5,My Lost Love,['Minnie Darke'],Ballantine Books,2020,['Fiction'],,,0.32672,0.31363949999999996
5,Dogography: A Celebration of the Divine Canine,['Fern Michaels'],Kensington Publishing Corp.,2011,['Fiction'],,,0.33625,0.31363949999999996
5,Continental Drift,['Russell Banks'],Harper Collins,2011,['Fiction'],,,0.31667,0.31363949999999996
5,The Trap,['Melanie Raabe'],Hachette UK,2016,['Fiction'],,,0.341505,0.31363949999999996
5,The Stepman,['David Margolis'],Open Road Media,2015,['Fiction'],,,0.75,0.31363949999999996
5,Nina Balatka (Large Print),['Anthony Trollope'],,2007,['Fiction'],,,0.343005,0.31363949999999996
5,Riders of the Silences,['Max Brand'],Good Press,2019,['Fiction'],,,0.35833,0.31363949999999996
5,STRAWBERRY ACRES,['Grace S. Richmond'],Good Press,2019,['Fiction'],,,0.5,0.31363949999999996
5,Cue the Easter Bunny (A Grace Smith Investigation),['Liz Evans'],Orion Publishing Company,2007,['Fiction'],,,0.32696333333333333,0.31363949999999996
5,Mithril City of the Golem,"['Deirdre Brooks', 'Ben Lam', 'Sword and Sorcery Studios', 'Anthony Pryor']",White Wolf Pub,2001,['Fiction'],,,0.32522,0.31363949999999996
5,A Hitch in Heaven,['Jan Hudson'],Fawcett,1999,['Fiction'],,,0.31957454545454544,0.31363949999999996
5,Wolf Mountain (Plainsmen),['Terry C. Johnston'],Bantam,2010,['Fiction'],,,0.448048,0.31363949999999996
5,Flashpoint: Gay Male Sexual Writing,['Michael Bronski'],Richard Kasak Books,1996,['Fiction'],,,0.53333,0.31363949999999996
5,Risking Elizabeth,['Walter McCloskey'],Berkley Publishing Group,1998,['Fiction'],,,0.31711166666666674,0.31363949999999996
5,Bad Hugh,['Mary Jane Holmes'],Good Press,2019,['Fiction'],,,0.362,0.31363949999999996
5,AN Improper Pursuit (A Zebra Regency Romance),['Donna Bell'],Zebra Books,1994,['Fiction'],,,0.33229,0.31363949999999996
5,Bring Everybody: Stories (Juniper Prize for Fiction),['Dwight Yates'],Univ of Massachusetts Press,2006,['Fiction'],,,0.32045,0.31363949999999996
5,The Voice of the Turtle: An Anthology of Cuban Literature,['Peter R. Bush'],Grove Press,1997,['Fiction'],,,0.4074,0.31363949999999996
5,Hangman's Song,['James Oswald'],Houghton Mifflin Harcourt,2015,['Fiction'],,,0.32778,0.31363949999999996
5,The torrents of spring,['Ernest Hemingway'],Aegitas,2022,['Fiction'],,,0.343385,0.31363949999999996
5,No Place to Hide: A Novel of the Vietnam War,['Gerry Carroll'],,1997,['Fiction'],,,0.32927249999999997,0.31363949999999996
5,The Double Image,['David R. Morrell'],Grand Central Publishing,2001,['Fiction'],,,0.38350999999999996,0.31363949999999996
5,A Year and a Day (A Zebra Heartfire Historical Romance),['Martha Hix'],Zebra Books,1989,['Fiction'],,,0.36136,0.31363949999999996
5,THE PETAYBEE SEQUENCE: Book (1) One: Powers that Be; Book (2) Two: Power Lines; Book (3) Three: Power Play,"['Anne McCaffrey', 'Elizabeth Ann Scarborough']",Del Rey,2002,['Fiction'],,,0.59833,0.31363949999999996
5,The beginnings of cheap steel (Contributions from the Museum of History and Technology. Paper 3),['Philip W. Bishop'],DigiCat,2022,['Fiction'],,,0.31847000000000003,0.31363949999999996
5,Where Love Endures (5 Star Romance),['Beth Wiseman'],Thomas Nelson,2012,['Fiction'],,,0.33333,0.31363949999999996
5,Nerve: The New Nude,['Genevieve Field'],Chronicle Books,2000,['Fiction'],,,0.31681,0.31363949999999996
5,The Swedish Cavalier,['Leo Perutz'],Skyhorse + ORM,2014,['Fiction'],,,0.4589833333333333,0.31363949999999996
5,Quietly in Their Sleep,['Donna Leon'],"Grove/Atlantic, Inc.",2009,['Fiction'],,,0.597985,0.31363949999999996
5,El Amante/ The Lover (Spanish Edition),['Marguerite Duras'],Open Road + Grove/Atlantic,2015,['Fiction'],,,0.45333,0.31363949999999996
5,His Forbidden Touch,['Carol Marinelli'],Harlequin,2022,['Fiction'],,,0.3511455882352941,0.31363949999999996
5,"Stein: Writings 1932-1946, Vol. 2 (Library of America)",['Gertrude Stein'],,1998,['Fiction'],,,0.36667,0.31363949999999996
5,The Brooklyn Reader: 30 Writers Celebrate America's Favorite Borough,"['Andrea Wyatt', 'Alice Leccese Powers', 'Andrea Wyatt Sexton']",Three Rivers Press,1995,['Fiction'],,,0.46686999999999995,0.31363949999999996
5,Book of Fiction 1ST Edition Signed,"['Clive Cussler', 'Justin Scott']",Penguin,2015,['Fiction'],,,0.3625,0.31363949999999996
5,Betty Butterfly and the Path of No Return,['Tito Luv'],Bookman Publishing,2004,['Fiction'],,,0.422,0.31363949999999996
5,Angels in the Mist,['Ryan Southwick'],Water Dragon Publishing,2020,['Fiction'],,,0.40234800000000004,0.31363949999999996
5,The Last Chronicle Of Barset: Parts 1 & 2 (Classic Books on Cassettes Collection),['Anthony Trollope'],"Oxford University Press, USA",2015,['Fiction'],,,0.443635,0.31363949999999996
5,The Atonement and Other Stories,['Louis Auchincloss'],Houghton Mifflin Harcourt,1997,['Fiction'],,,0.46667,0.31363949999999996
5,The Birth of Wuthering Heights: Emily Bronte at Work,['E. Chitham'],Springer,2016,['Fiction'],,,0.41833,0.31363949999999996
5,What I Remember: 1924 Editions,['Yevgeny Zamyatin'],e-artnow,2015,['Fiction'],,,0.32593,0.31363949999999996
5,A Whole Lotta Love,"['Donna Hill', 'Brenda Jackson', 'Monica Jackson', 'Francis Ray']",Signet,2004,['Fiction'],,,0.32751166666666665,0.31363949999999996
5,Canine Christmas,['W. Bruce Cameron'],Forge Books,2013,['Fiction'],,,0.321259,0.31363949999999996
5,Problems in the Origins and Development of the English Language,"['John Algeo', 'Carmen Butcher']",Cengage Learning,2013,['Fiction'],,,0.47798,0.31363949999999996
5,"Mariama Ba's ""So Long a Letter"": A Study Guide from Gale's ""Literature of Developing Nations for Students"" (Volume 02, Chapter 18)",['Flora Nwapa'],Waveland Press,2013,['Fiction'],,,0.4875,0.31363949999999996
5,Our Side of the Story,['Will Davis'],Bloomsbury Publishing USA,2008,['Fiction'],,,0.4,0.31363949999999996
5,Scenes of clerical life (Novels of George Eliot),['George Eliot'],Jazzybee Verlag,2017,['Fiction'],,,0.31986333333333333,0.31363949999999996
5,Some Great Thing,['Lawrence Hill'],,1992,['Fiction'],,,0.44675999999999993,0.31363949999999996
5,The eagles gather,['Taylor Caldwell'],Open Road Media,2018,['Fiction'],,,0.33333,0.31363949999999996
5,Who Betrays Elizabeth Bennet?: Further Puzzles in Classic Fiction (Oxford World's Classics),"['John Sutherland', 'Lord Northcliffe Professor of Modern English Literature John Sutherland']","Oxford University Press, USA",1999,['Fiction'],,,0.31667,0.31363949999999996
5,Finding Home,['Jackie Weger'],Written Musings,2019,['Fiction'],,,0.43939,0.31363949999999996
5,Quick & Clever Instant Cards: Over 100 Fast-to-Make Handmade Designs and Ideas,['Lauren Owen'],Random House,2014,['Fiction'],,,0.42443000000000003,0.31363949999999996
5,El padrino (Byblos: Narrativa),['Mario Puzo'],,2006,['Fiction'],,,1.0,0.31363949999999996
5,Longarm 109: Bloody,['Tabor Evans'],Jove Publications,1988,['Fiction'],,,0.9375,0.31363949999999996
5,The White Road (Morland Dynasty Series),['Cynthia Harrod-Eagles'],Sphere,2006,['Fiction'],,,0.6954866666666666,0.31363949999999996
5,"In midsummer days,: And other tales",['August Strindberg'],Good Press,2019,['Fiction'],,,0.34444,0.31363949999999996
5,Pumping Up the Heartbeat,['Matthew Stephen Kraus'],Xlibris Corporation,2019,['Fiction'],,,0.349895,0.31363949999999996
5,Emily Post on Etiquette,['Emily Post'],Prabhat Prakashan,1934,['Fiction'],,,0.3925533333333333,0.31363949999999996
5,Berry and Co.,['Dornford Yates'],Good Press,2019,['Fiction'],,,0.36,0.31363949999999996
5,Castle Fantastic,"['John DeChancie', 'Martin Harry Greenberg']","D A W Books, Incorporated",1996,['Fiction'],,,0.35941,0.31363949999999996
5,Fenwick's Career,['Humphry Mrs. Ward'],Good Press,2019,['Fiction'],,,0.34298,0.31363949999999996
5,Latitude Zero (Deathlands),['James Axler'],Worldwide Library,1999,['Fiction'],,,0.45416500000000004,0.31363949999999996
5,ELYZA A Novel of Regency England,['Marilyn Clay'],The Regency Plume Press,2010,['Fiction'],,,0.336094,0.31363949999999996
5,A Christmas Carol (Enriched Classics (Pocket)),['Charles Dickens'],Pocket Classics,2003,['Fiction'],,,0.32758854043392505,0.31363949999999996
5,Her Name Was Lola: A Novel,['Russell Hoban'],Arcade Publishing,2004,['Fiction'],,,0.338595,0.31363949999999996
5,Shackled Doctor: A Novel,"['Jonathan Blum', 'Kate Orman']",London Bridge,1997,['Fiction'],,,0.32674749999999997,0.31363949999999996
5,Moon Fate (Deathlands No 16),['James Axler'],Harlequin Books,1992,['Fiction'],,,0.395,0.31363949999999996
5,Hounded to Death,['Rita Mae Brown'],Sister Jane,2009,['Fiction'],,,0.3615366666666666,0.31363949999999996
5,Royal Summer,['Teri Wilson'],Simon and Schuster,2021,['Fiction'],,,0.7,0.31363949999999996
5,A Circle in Time (Scarlet),['Jonathan Stagge'],Open Road Media,2022,['Fiction'],,,0.40835333333333335,0.31363949999999996
5,Cherokee Dawn,['Genell Dellin'],,1990,['Fiction'],,,0.56515,0.31363949999999996
5,Brainfade,['Joseph Conte'],University of Alabama Press,2002,['Fiction'],,,0.53333,0.31363949999999996
5,More Than A Friend,['Chad Taylor'],iUniverse,2000,['Fiction'],,,0.3930233333333333,0.31363949999999996
5,"A Question Of Honor (Silhouette Special Edition, No 529)",['Lindsay McKenna'],Harlequin,2009,['Fiction'],,,0.31364,0.31363949999999996
5,Vagabonds (Ulverscroft General Series),['Josephine Cox'],Ulverscroft,1994,['Fiction'],,,0.3770825,0.31363949999999996
5,Better Than Chocolate: The Wrong Bed (Harlequin Temptation),['Jennifer LaBrecque'],Harlequin Books,2004,['Fiction'],,,0.32434999999999997,0.31363949999999996
5,Raven's Bride,['Elizabeth Crook'],Doubleday,2013,['Fiction'],,,0.40867,0.31363949999999996
5,Bruno,['Martin Walker'],Vintage,2009,['Fiction'],,,0.34074,0.31363949999999996
5,These Are Not Sweet Girls: Poetry by Latin American Women (Secret Weavers Series) (Vol 7),['Martha Rivera'],White Pine Press,2004,['Fiction'],,,0.42,0.31363949999999996
5,The last temptation: A novel,['Nikos Kazantzakis'],Simon and Schuster,2012,['Fiction'],,,0.33333,0.31363949999999996
5,The Petaybee Trilogy: Powers That Be/Power Lines/Power Play,"['Anne McCaffrey', 'Elizabeth Ann Scarborough']",Del Rey,2002,['Fiction'],,,0.40023666666666663,0.31363949999999996
5,Double Bluff,['Dell Shannon'],Orion,2014,['Fiction'],,,0.47247,0.31363949999999996
5,On Fire/Al Rojo Vivo: A Romance in English and Spanish (English and Spanish Edition),['Sylvia Mendoza'],Pinnacle Books,1999,['Fiction'],,,0.4425,0.31363949999999996
5,Bridger'S Last Stand (Men In Blue) (Silhouette Intimate Moments),['Linda Winstead Jones'],Harlequin Books,1999,['Fiction'],,,0.4487966666666667,0.31363949999999996
5,"To You, Mr. Chips",['James Hilton'],Open Road Media,2012,['Fiction'],,,0.45,0.31363949999999996
5,The Planet Explorer,['Murray Leinster'],Wildside Press LLC,2007,['Fiction'],,,0.35575,0.31363949999999996
5,Old & New: Combining Past and Present in Contemporary Homes,['Susanna Moore'],Vintage,1997,['Fiction'],,,0.3798,0.31363949999999996
5,Stolen Memory (Silhouette Intimate Moments) (Intimate Moments),['Virginia Kantra'],Silhouette,2010,['Fiction'],,,0.3912,0.31363949999999996
5,If This . . . and That . . . Then What,['Kate Hope Day'],Random House,2019,['Fiction'],,,0.47009,0.31363949999999996
5,Cattleman's Promise (Heartbreak Canyon) (Silhouette Intimate Moments #925),['Marilyn Pappano'],Harlequin,2011,['Fiction'],,,0.40381,0.31363949999999996
5,Through the Looking Glass & What Alice F,['Lewis Carroll'],Modern Library,2012,['Fiction'],,,0.3481,0.31363949999999996
5,"The Dragons at War (Dragonlance Dragons, Vol. 2)","['Margaret Weis', 'Tracy Hickman']",,1996,['Fiction'],,,0.3574916666666667,0.31363949999999996
5,"One for Sorrow, Two for Joy: The Story of a Girl, a Boy, and a Horse Named Pegasus",['Danielle Steel'],Delacorte Press,2014,['Fiction'],,,0.45138999999999996,0.31363949999999996
5,The works of Plato;,['Plato'],Hackett Publishing,1997,['Fiction'],,,0.3318525,0.31363949999999996
5,A Christmas Kiss and Winter Wonderland (Signet Regency Romance),['Elizabeth Mansfield'],Signet,2005,['Fiction'],,,0.34005199999999997,0.31363949999999996
5,A Taste for Blood,['Freda Warrington'],"Titan Books (US, CA)",2013,['Fiction'],,,0.33,0.31363949999999996
5,The Godmother's Apprentice,['Elizabeth Ann Scarborough'],Gypsy Shadow Publishing,2010,['Fiction'],,,0.3167875,0.31363949999999996
5,The Silver Star,['Jeannette Walls'],Simon and Schuster,2013,['Fiction'],,,0.45,0.31363949999999996
5,"A Dreamer's Story: The Tales of Slumber, Book 1",['Karen Thompson Walker'],Random House,2019,['Fiction'],,,0.3626925,0.31363949999999996
5,Mystery,['Peter Straub'],Anchor,2010,['Fiction'],,,0.44687,0.31363949999999996
5,THE SHADES OF THE WILDERNESS - A STORY OF LEE'S GREAT STAND.,['Joseph A. Altsheler'],Alpha Edition,2019,['Fiction'],,,0.31667,0.31363949999999996
5,The Pepperdogs: A Novel,['Bing West'],Simon and Schuster,2003,['Fiction'],,,0.3219327272727273,0.31363949999999996
5,The Hedge of Mist: A Book of the Keltiad,['Patricia Kennealy-Morrison'],Harpercollins,1997,['Fiction'],,,0.31857875,0.31363949999999996
5,A Promise of Roses (Leisure Historical Romance),['Heidi Betts'],,2000,['Fiction'],,,0.3723325,0.31363949999999996
5,The Magnificent Masquerade,['Elizabeth Mansfield'],Ace Books,1987,['Fiction'],,,0.3204466666666667,0.31363949999999996
5,Sunstroke,['Jesse Kellerman'],Penguin,2006,['Fiction'],,,0.44921500000000003,0.31363949999999996
5,Lovers of the African Night,['William Duggan'],,1987,['Fiction'],,,0.32,0.31363949999999996
5,Velvet Whispers,['Joan Elizabeth Lloyd'],Running PressBook Pub,1999,['Fiction'],,,0.5270600000000001,0.31363949999999996
5,Mathias Sandorf (His Voyages extraordinaires) (French Edition),['Jules Verne'],,2013,['Fiction'],,,0.85,0.31363949999999996
5,Matter of Chastity: The High Plains Saga of a Woman's Revenge,['Douglas Yocom'],Arthur H Clark,2005,['Fiction'],,,0.340875,0.31363949999999996
5,"Too Perfect (Perfect Trilogy, Book 3)",['Julie Ortolon'],Signet,2005,['Fiction'],,,0.3364934,0.31363949999999996
5,House of Tremere (Vampire: The Dark Ages),['Robin D. Laws'],White Wolf Pub,2000,['Fiction'],,,0.34702999999999995,0.31363949999999996
5,Ancient Exhumations,['Stanley C. Sargent'],,2004,['Fiction'],,,0.32958666666666664,0.31363949999999996
5,Just Like You,['Nick Hornby'],Penguin,2020,['Fiction'],,,0.3899866666666667,0.31363949999999996
5,Thrashin' Time: Harvest Days in the Dakotas,['David Weitzman'],David R Godine Pub,1999,['Fiction'],,,0.4389,0.31363949999999996
5,The Complete Cowboy Reader: Remembering the Open Range (Roundup Books),['Ted Stone'],Red Deer Press,1997,['Fiction'],,,0.435715,0.31363949999999996
5,Jebediah Dane and the Curse of the Sun Kings,['Mark M. Newell'],,2001,['Fiction'],,,0.33741,0.31363949999999996
5,The forty-five guardsmen,['Alexandre Dumas'],Sheba Blake Publishing,2017,['Fiction'],,,0.408688,0.31363949999999996
5,Empty Land,"[""Louis L'Amour""]",Bantam,1995,['Fiction'],,,0.331455,0.31363949999999996
5,A Garden of Words,['Makoto Shinkai'],Yen Press,2020,['Fiction'],,,0.575,0.31363949999999996
5,Oceans,['Jerome Rabow Ph.D'],iUniverse,2019,['Fiction'],,,0.318445,0.31363949999999996
5,Holiday in Your Heart,['Susan Fox'],Zebra Books,2016,['Fiction'],,,0.33069095238095236,0.31363949999999996
5,A Bad Girl's Money,['Paula Paul'],Harpercollins,1993,['Fiction'],,,0.34101,0.31363949999999996
5,Scandal Between The Sheets (Silhouette Desire),['Brenda Jackson'],Harlequin,2009,['Fiction'],,,0.32938037037037043,0.31363949999999996
5,The Spad Driver,['John Britt'],iUniverse,2001,['Fiction'],,,0.51986,0.31363949999999996
5,Ace Hits the Big Time,"['Barbara Beasley Murphy', 'Judie Wolkoff']",Sunstone Press,2003,['Fiction'],,,0.31614000000000003,0.31363949999999996
5,"My Mother, Helena",['J. L. Witterick'],Berkley,2014,['Fiction'],,,0.37555,0.31363949999999996
5,House By The Sea,['Louise Douglas'],Boldwood Books Ltd,2020,['Fiction'],,,0.49722333333333335,0.31363949999999996
5,Fletch,['Gregory Mcdonald'],Blackstone Publishing,2018,['Fiction'],,,0.324235,0.31363949999999996
5,Charlie the Chicken (Polish Edition),['Kathy Krevat'],Lyrical Underground,2018,['Fiction'],,,0.3485500000000001,0.31363949999999996
5,The Literary Terrorism of Harold Jaffe: The Journal of Experimental Fiction 29,['Eckhard Gerdes'],iUniverse,2004,['Fiction'],,,0.347915,0.31363949999999996
5,Angel in the Darkness,"['Nalini Singh', 'Ilona Andrews', 'Meljean Brook', 'Sharon Shinn']",Penguin,2011,['Fiction'],,,0.35348666666666667,0.31363949999999996
5,Family Man,['Kimberley Chambers'],HarperCollins,2021,['Fiction'],,,0.364815,0.31363949999999996
5,Inside the Skull of a Spirited Horse,['Donald Alahiyi'],AuthorHouse,2005,['Fiction'],,,0.33571,0.31363949999999996
5,The Kentuckians,['Janice Holt Giles'],University Press of Kentucky,1988,['Fiction'],,,0.3320783333333333,0.31363949999999996
5,"Robbie Taggart: Highland Sailor (The Highland Collection, Book 2)","['Michael Phillips', 'Judith Pella']",Baker Books,2016,['Fiction'],,,0.53333,0.31363949999999996
5,A Noble Rogue (Zebra Regency Romance),['Nancy Lawrence'],Zebra Books,1998,['Fiction'],,,0.34167,0.31363949999999996
5,There's Always a Trail & Home in the Valley (Louis L'Amour),"[""Louis L'Amour""]",Bantam,2004,['Fiction'],,,0.725,0.31363949999999996
5,"Jamie MacLeod: Highland Lass (The Highland Collection, Book 1)","['Michael Phillips', 'Judith Pella']",Baker Books,2016,['Fiction'],,,0.32885,0.31363949999999996
5,The Boy's Guide to the Historical Adventures of G. A. Henty (Vocabulary of a Warrior),['William Potter'],Vision Forum,2003,['Fiction'],,,0.35643714285714284,0.31363949999999996
5,Shadow Man (Dangercom),"['Christopher Golden', 'Tim Lebbon']",Diversion Books,2018,['Fiction'],,,0.34618333333333334,0.31363949999999996
5,"The life of David;: As reflected in his Psalms,",['Alexander Maclaren'],Good Press,2020,['Fiction'],,,0.41979,0.31363949999999996
5,Hard - Hearted Hero (Rebels & Rogues) (Harlequin Temptation),['Beverly Barton'],Silhouette,2010,['Fiction'],,,0.41667,0.31363949999999996
5,The Choosing (Stories from McKenzie Street #2),['Mia McKenzie'],Random House,2021,['Fiction'],,,0.35417000000000004,0.31363949999999996
5,Centaur of the North: Stories,['Wendell Mayo'],Arte Publico Press,1996,['Fiction'],,,0.925,0.31363949999999996
5,Chosen (Full Circle Series #5),['Ayana Ellis'],Urban Books,2012,['Fiction'],,,0.35708,0.31363949999999996
5,River Song,"['Jenny T Colgan', 'Jacqueline Rayner', 'Steve Lyons', 'Guy Adams', 'Andrew Lane']",Random House,2016,['Fiction'],,,0.32763333333333333,0.31363949999999996
5,Nora Roberts Chesapeake Bay Trilogy,['Nora Roberts'],Penguin,2011,['Fiction'],,,0.34475,0.31363949999999996
5,Pennies on Her Eyes,['James R. Preston'],AuthorHouse,2012,['Fiction'],,,0.7,0.31363949999999996
5,OIL FOR THE LAMPS OF CHINA,['Alice Tisdale Hobart'],Eastbridge Books,1933,['Fiction'],,,0.33333,0.31363949999999996
5,The G.I.F.T.S. of Joy,['Kristen McKanagh'],Penguin,2022,['Fiction'],,,0.64167,0.31363949999999996
5,In The Arms Of The Sheikh (Romance),['Sophie Weston'],Harlequin,2014,['Fiction'],,,0.4949533333333333,0.31363949999999996
5,Tournament,['Matthew Reilly'],Simon and Schuster,2016,['Fiction'],,,0.33469,0.31363949999999996
5,An Accidental Engagement,['Maggie Dallen'],Lyrical Press,2015,['Fiction'],,,0.36,0.31363949999999996
